group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
LimitedWriter,len_utf8_at,4,,,964578.0,ns,20606
LimitedWriter,len_utf8_at,4,,,1926160.0,ns,41212
LimitedWriter,len_utf8_at,4,,,2901519.0,ns,61818
LimitedWriter,len_utf8_at,4,,,3844136.0,ns,82424
LimitedWriter,len_utf8_at,4,,,4774941.0,ns,103030
LimitedWriter,len_utf8_at,4,,,5656232.0,ns,123636
LimitedWriter,len_utf8_at,4,,,6477513.0,ns,144242
LimitedWriter,len_utf8_at,4,,,6961440.0,ns,164848
LimitedWriter,len_utf8_at,4,,,7604094.0,ns,185454
LimitedWriter,len_utf8_at,4,,,8514040.0,ns,206060
LimitedWriter,len_utf8_at,4,,,9341611.0,ns,226666
LimitedWriter,len_utf8_at,4,,,10154615.0,ns,247272
LimitedWriter,len_utf8_at,4,,,11045796.0,ns,267878
LimitedWriter,len_utf8_at,4,,,11898224.0,ns,288484
LimitedWriter,len_utf8_at,4,,,12689186.0,ns,309090
LimitedWriter,len_utf8_at,4,,,13639988.0,ns,329696
LimitedWriter,len_utf8_at,4,,,14382670.0,ns,350302
LimitedWriter,len_utf8_at,4,,,15212606.0,ns,370908
LimitedWriter,len_utf8_at,4,,,16156685.0,ns,391514
LimitedWriter,len_utf8_at,4,,,16957467.0,ns,412120
LimitedWriter,len_utf8_at,4,,,17856262.0,ns,432726
LimitedWriter,len_utf8_at,4,,,18755818.0,ns,453332
LimitedWriter,len_utf8_at,4,,,19486087.0,ns,473938
LimitedWriter,len_utf8_at,4,,,20429245.0,ns,494544
LimitedWriter,len_utf8_at,4,,,21219626.0,ns,515150
LimitedWriter,len_utf8_at,4,,,22085329.0,ns,535756
LimitedWriter,len_utf8_at,4,,,22867615.0,ns,556362
LimitedWriter,len_utf8_at,4,,,23761481.0,ns,576968
LimitedWriter,len_utf8_at,4,,,24462766.0,ns,597574
LimitedWriter,len_utf8_at,4,,,25270609.0,ns,618180
LimitedWriter,len_utf8_at,4,,,25826874.0,ns,638786
LimitedWriter,len_utf8_at,4,,,27066937.0,ns,659392
LimitedWriter,len_utf8_at,4,,,27733747.0,ns,679998
LimitedWriter,len_utf8_at,4,,,28722190.0,ns,700604
LimitedWriter,len_utf8_at,4,,,29464842.0,ns,721210
LimitedWriter,len_utf8_at,4,,,30445070.0,ns,741816
LimitedWriter,len_utf8_at,4,,,31217117.0,ns,762422
LimitedWriter,len_utf8_at,4,,,32494822.0,ns,783028
LimitedWriter,len_utf8_at,4,,,32818650.0,ns,803634
LimitedWriter,len_utf8_at,4,,,33776555.0,ns,824240
LimitedWriter,len_utf8_at,4,,,34594448.0,ns,844846
LimitedWriter,len_utf8_at,4,,,35363349.0,ns,865452
LimitedWriter,len_utf8_at,4,,,36291929.0,ns,886058
LimitedWriter,len_utf8_at,4,,,37210822.0,ns,906664
LimitedWriter,len_utf8_at,4,,,38032162.0,ns,927270
LimitedWriter,len_utf8_at,4,,,38866136.0,ns,947876
LimitedWriter,len_utf8_at,4,,,39563612.0,ns,968482
LimitedWriter,len_utf8_at,4,,,40459452.0,ns,989088
LimitedWriter,len_utf8_at,4,,,41376621.0,ns,1009694
LimitedWriter,len_utf8_at,4,,,42434234.0,ns,1030300
LimitedWriter,len_utf8_at,4,,,42999443.0,ns,1050906
LimitedWriter,len_utf8_at,4,,,43876306.0,ns,1071512
LimitedWriter,len_utf8_at,4,,,44756677.0,ns,1092118
LimitedWriter,len_utf8_at,4,,,45550605.0,ns,1112724
LimitedWriter,len_utf8_at,4,,,46454530.0,ns,1133330
LimitedWriter,len_utf8_at,4,,,47019399.0,ns,1153936
LimitedWriter,len_utf8_at,4,,,48044560.0,ns,1174542
LimitedWriter,len_utf8_at,4,,,48867293.0,ns,1195148
LimitedWriter,len_utf8_at,4,,,49613821.0,ns,1215754
LimitedWriter,len_utf8_at,4,,,50481519.0,ns,1236360
LimitedWriter,len_utf8_at,4,,,51373190.0,ns,1256966
LimitedWriter,len_utf8_at,4,,,52281893.0,ns,1277572
LimitedWriter,len_utf8_at,4,,,53239127.0,ns,1298178
LimitedWriter,len_utf8_at,4,,,53738684.0,ns,1318784
LimitedWriter,len_utf8_at,4,,,54617541.0,ns,1339390
LimitedWriter,len_utf8_at,4,,,55813052.0,ns,1359996
LimitedWriter,len_utf8_at,4,,,56617530.0,ns,1380602
LimitedWriter,len_utf8_at,4,,,57341959.0,ns,1401208
LimitedWriter,len_utf8_at,4,,,58161525.0,ns,1421814
LimitedWriter,len_utf8_at,4,,,58880042.0,ns,1442420
LimitedWriter,len_utf8_at,4,,,59868966.0,ns,1463026
LimitedWriter,len_utf8_at,4,,,60619773.0,ns,1483632
LimitedWriter,len_utf8_at,4,,,61489162.0,ns,1504238
LimitedWriter,len_utf8_at,4,,,62467146.0,ns,1524844
LimitedWriter,len_utf8_at,4,,,63189900.0,ns,1545450
LimitedWriter,len_utf8_at,4,,,64090870.0,ns,1566056
LimitedWriter,len_utf8_at,4,,,64815398.0,ns,1586662
LimitedWriter,len_utf8_at,4,,,65879823.0,ns,1607268
LimitedWriter,len_utf8_at,4,,,66716010.0,ns,1627874
LimitedWriter,len_utf8_at,4,,,67422866.0,ns,1648480
LimitedWriter,len_utf8_at,4,,,68310048.0,ns,1669086
LimitedWriter,len_utf8_at,4,,,69632879.0,ns,1689692
LimitedWriter,len_utf8_at,4,,,69962405.0,ns,1710298
LimitedWriter,len_utf8_at,4,,,70815204.0,ns,1730904
LimitedWriter,len_utf8_at,4,,,71771686.0,ns,1751510
LimitedWriter,len_utf8_at,4,,,72280661.0,ns,1772116
LimitedWriter,len_utf8_at,4,,,73233648.0,ns,1792722
LimitedWriter,len_utf8_at,4,,,74376991.0,ns,1813328
LimitedWriter,len_utf8_at,4,,,75176520.0,ns,1833934
LimitedWriter,len_utf8_at,4,,,75929742.0,ns,1854540
LimitedWriter,len_utf8_at,4,,,76519798.0,ns,1875146
