group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
LimitedWriter,len_utf8_at,6,,,972002.0,ns,22097
LimitedWriter,len_utf8_at,6,,,1943624.0,ns,44194
LimitedWriter,len_utf8_at,6,,,2997319.0,ns,66291
LimitedWriter,len_utf8_at,6,,,3978619.0,ns,88388
LimitedWriter,len_utf8_at,6,,,5134877.0,ns,110485
LimitedWriter,len_utf8_at,6,,,6235610.0,ns,132582
LimitedWriter,len_utf8_at,6,,,6580889.0,ns,154679
LimitedWriter,len_utf8_at,6,,,9091705.0,ns,176776
LimitedWriter,len_utf8_at,6,,,9415622.0,ns,198873
LimitedWriter,len_utf8_at,6,,,9399743.0,ns,220970
LimitedWriter,len_utf8_at,6,,,11735161.0,ns,243067
LimitedWriter,len_utf8_at,6,,,11276792.0,ns,265164
LimitedWriter,len_utf8_at,6,,,12055992.0,ns,287261
LimitedWriter,len_utf8_at,6,,,14416729.0,ns,309358
LimitedWriter,len_utf8_at,6,,,14519001.0,ns,331455
LimitedWriter,len_utf8_at,6,,,15036711.0,ns,353552
LimitedWriter,len_utf8_at,6,,,16307955.0,ns,375649
LimitedWriter,len_utf8_at,6,,,16587198.0,ns,397746
LimitedWriter,len_utf8_at,6,,,18865709.0,ns,419843
LimitedWriter,len_utf8_at,6,,,20403493.0,ns,441940
LimitedWriter,len_utf8_at,6,,,22477681.0,ns,464037
LimitedWriter,len_utf8_at,6,,,23893306.0,ns,486134
LimitedWriter,len_utf8_at,6,,,22529819.0,ns,508231
LimitedWriter,len_utf8_at,6,,,24074445.0,ns,530328
LimitedWriter,len_utf8_at,6,,,25507331.0,ns,552425
LimitedWriter,len_utf8_at,6,,,24626631.0,ns,574522
LimitedWriter,len_utf8_at,6,,,27721352.0,ns,596619
LimitedWriter,len_utf8_at,6,,,29672070.0,ns,618716
LimitedWriter,len_utf8_at,6,,,27607058.0,ns,640813
LimitedWriter,len_utf8_at,6,,,30146199.0,ns,662910
LimitedWriter,len_utf8_at,6,,,31854401.0,ns,685007
LimitedWriter,len_utf8_at,6,,,31885139.0,ns,707104
LimitedWriter,len_utf8_at,6,,,34173429.0,ns,729201
LimitedWriter,len_utf8_at,6,,,34404703.0,ns,751298
LimitedWriter,len_utf8_at,6,,,35393186.0,ns,773395
LimitedWriter,len_utf8_at,6,,,36072289.0,ns,795492
LimitedWriter,len_utf8_at,6,,,36427384.0,ns,817589
LimitedWriter,len_utf8_at,6,,,36231727.0,ns,839686
LimitedWriter,len_utf8_at,6,,,37485058.0,ns,861783
LimitedWriter,len_utf8_at,6,,,40792618.0,ns,883880
LimitedWriter,len_utf8_at,6,,,40936639.0,ns,905977
LimitedWriter,len_utf8_at,6,,,39374940.0,ns,928074
LimitedWriter,len_utf8_at,6,,,42409549.0,ns,950171
LimitedWriter,len_utf8_at,6,,,43887150.0,ns,972268
LimitedWriter,len_utf8_at,6,,,44657635.0,ns,994365
LimitedWriter,len_utf8_at,6,,,45896888.0,ns,1016462
LimitedWriter,len_utf8_at,6,,,45508449.0,ns,1038559
LimitedWriter,len_utf8_at,6,,,46753384.0,ns,1060656
LimitedWriter,len_utf8_at,6,,,48287320.0,ns,1082753
LimitedWriter,len_utf8_at,6,,,50008477.0,ns,1104850
LimitedWriter,len_utf8_at,6,,,50712406.0,ns,1126947
LimitedWriter,len_utf8_at,6,,,51930599.0,ns,1149044
