group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
LimitedWriter,char_indices,7,,,912932.0,ns,19552
LimitedWriter,char_indices,7,,,1670412.0,ns,39104
LimitedWriter,char_indices,7,,,2411741.0,ns,58656
LimitedWriter,char_indices,7,,,3221580.0,ns,78208
LimitedWriter,char_indices,7,,,4224951.0,ns,97760
LimitedWriter,char_indices,7,,,4795782.0,ns,117312
LimitedWriter,char_indices,7,,,5942681.0,ns,136864
LimitedWriter,char_indices,7,,,6759493.0,ns,156416
LimitedWriter,char_indices,7,,,7236608.0,ns,175968
LimitedWriter,char_indices,7,,,8276396.0,ns,195520
LimitedWriter,char_indices,7,,,8976369.0,ns,215072
LimitedWriter,char_indices,7,,,9810903.0,ns,234624
LimitedWriter,char_indices,7,,,10894013.0,ns,254176
LimitedWriter,char_indices,7,,,11620577.0,ns,273728
LimitedWriter,char_indices,7,,,12752820.0,ns,293280
LimitedWriter,char_indices,7,,,13189879.0,ns,312832
LimitedWriter,char_indices,7,,,14393075.0,ns,332384
LimitedWriter,char_indices,7,,,15031571.0,ns,351936
LimitedWriter,char_indices,7,,,15628761.0,ns,371488
LimitedWriter,char_indices,7,,,16653121.0,ns,391040
LimitedWriter,char_indices,7,,,17824938.0,ns,410592
LimitedWriter,char_indices,7,,,18141101.0,ns,430144
LimitedWriter,char_indices,7,,,19439575.0,ns,449696
LimitedWriter,char_indices,7,,,19731543.0,ns,469248
LimitedWriter,char_indices,7,,,20726608.0,ns,488800
LimitedWriter,char_indices,7,,,21333747.0,ns,508352
LimitedWriter,char_indices,7,,,22208977.0,ns,527904
LimitedWriter,char_indices,7,,,23131516.0,ns,547456
LimitedWriter,char_indices,7,,,24229706.0,ns,567008
LimitedWriter,char_indices,7,,,24417108.0,ns,586560
LimitedWriter,char_indices,7,,,25661149.0,ns,606112
LimitedWriter,char_indices,7,,,27116658.0,ns,625664
LimitedWriter,char_indices,7,,,29154599.0,ns,645216
LimitedWriter,char_indices,7,,,29099406.0,ns,664768
LimitedWriter,char_indices,7,,,30009772.0,ns,684320
LimitedWriter,char_indices,7,,,29946463.0,ns,703872
LimitedWriter,char_indices,7,,,31362418.0,ns,723424
LimitedWriter,char_indices,7,,,32207213.0,ns,742976
