group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
LimitedWriter,len_utf8_at,7,,,1007489.0,ns,22859
LimitedWriter,len_utf8_at,7,,,2015458.0,ns,45718
LimitedWriter,len_utf8_at,7,,,2870452.0,ns,68577
LimitedWriter,len_utf8_at,7,,,3906584.0,ns,91436
LimitedWriter,len_utf8_at,7,,,4878266.0,ns,114295
LimitedWriter,len_utf8_at,7,,,6488314.0,ns,137154
LimitedWriter,len_utf8_at,7,,,7543913.0,ns,160013
LimitedWriter,len_utf8_at,7,,,7452010.0,ns,182872
LimitedWriter,len_utf8_at,7,,,8871963.0,ns,205731
LimitedWriter,len_utf8_at,7,,,9492697.0,ns,228590
LimitedWriter,len_utf8_at,7,,,10490267.0,ns,251449
LimitedWriter,len_utf8_at,7,,,11177236.0,ns,274308
LimitedWriter,len_utf8_at,7,,,12063607.0,ns,297167
LimitedWriter,len_utf8_at,7,,,12906147.0,ns,320026
LimitedWriter,len_utf8_at,7,,,13868641.0,ns,342885
LimitedWriter,len_utf8_at,7,,,14757588.0,ns,365744
LimitedWriter,len_utf8_at,7,,,15725422.0,ns,388603
LimitedWriter,len_utf8_at,7,,,17045887.0,ns,411462
LimitedWriter,len_utf8_at,7,,,18277476.0,ns,434321
LimitedWriter,len_utf8_at,7,,,19780334.0,ns,457180
LimitedWriter,len_utf8_at,7,,,19660039.0,ns,480039
LimitedWriter,len_utf8_at,7,,,20806218.0,ns,502898
LimitedWriter,len_utf8_at,7,,,22915623.0,ns,525757
LimitedWriter,len_utf8_at,7,,,22171206.0,ns,548616
LimitedWriter,len_utf8_at,7,,,23377840.0,ns,571475
LimitedWriter,len_utf8_at,7,,,26196814.0,ns,594334
LimitedWriter,len_utf8_at,7,,,27425266.0,ns,617193
LimitedWriter,len_utf8_at,7,,,29036658.0,ns,640052
LimitedWriter,len_utf8_at,7,,,27696926.0,ns,662911
LimitedWriter,len_utf8_at,7,,,28284157.0,ns,685770
LimitedWriter,len_utf8_at,7,,,30650443.0,ns,708629
LimitedWriter,len_utf8_at,7,,,30374837.0,ns,731488
LimitedWriter,len_utf8_at,7,,,31284553.0,ns,754347
LimitedWriter,len_utf8_at,7,,,33729317.0,ns,777206
LimitedWriter,len_utf8_at,7,,,32651055.0,ns,800065
LimitedWriter,len_utf8_at,7,,,35183622.0,ns,822924
LimitedWriter,len_utf8_at,7,,,36687152.0,ns,845783
LimitedWriter,len_utf8_at,7,,,38646535.0,ns,868642
LimitedWriter,len_utf8_at,7,,,37847717.0,ns,891501
LimitedWriter,len_utf8_at,7,,,38275248.0,ns,914360
LimitedWriter,len_utf8_at,7,,,38166685.0,ns,937219
LimitedWriter,len_utf8_at,7,,,44151155.0,ns,960078
LimitedWriter,len_utf8_at,7,,,41194242.0,ns,982937
LimitedWriter,len_utf8_at,7,,,40554061.0,ns,1005796
LimitedWriter,len_utf8_at,7,,,43665986.0,ns,1028655
LimitedWriter,len_utf8_at,7,,,42688712.0,ns,1051514
LimitedWriter,len_utf8_at,7,,,43585605.0,ns,1074373
LimitedWriter,len_utf8_at,7,,,44501662.0,ns,1097232
LimitedWriter,len_utf8_at,7,,,45794415.0,ns,1120091
LimitedWriter,len_utf8_at,7,,,49792702.0,ns,1142950
LimitedWriter,len_utf8_at,7,,,47886387.0,ns,1165809
LimitedWriter,len_utf8_at,7,,,48562746.0,ns,1188668
LimitedWriter,len_utf8_at,7,,,48793999.0,ns,1211527
LimitedWriter,len_utf8_at,7,,,50092524.0,ns,1234386
LimitedWriter,len_utf8_at,7,,,54262741.0,ns,1257245
LimitedWriter,len_utf8_at,7,,,54339436.0,ns,1280104
LimitedWriter,len_utf8_at,7,,,53574582.0,ns,1302963
LimitedWriter,len_utf8_at,7,,,55355401.0,ns,1325822
LimitedWriter,len_utf8_at,7,,,57297963.0,ns,1348681
LimitedWriter,len_utf8_at,7,,,59363646.0,ns,1371540
LimitedWriter,len_utf8_at,7,,,58513621.0,ns,1394399
LimitedWriter,len_utf8_at,7,,,57798501.0,ns,1417258
LimitedWriter,len_utf8_at,7,,,59603354.0,ns,1440117
LimitedWriter,len_utf8_at,7,,,60555480.0,ns,1462976
LimitedWriter,len_utf8_at,7,,,63737826.0,ns,1485835
LimitedWriter,len_utf8_at,7,,,61913175.0,ns,1508694
LimitedWriter,len_utf8_at,7,,,64424644.0,ns,1531553
LimitedWriter,len_utf8_at,7,,,63499388.0,ns,1554412
LimitedWriter,len_utf8_at,7,,,67930186.0,ns,1577271
LimitedWriter,len_utf8_at,7,,,71357672.0,ns,1600130
LimitedWriter,len_utf8_at,7,,,65120068.0,ns,1622989
LimitedWriter,len_utf8_at,7,,,66102920.0,ns,1645848
LimitedWriter,len_utf8_at,7,,,72546561.0,ns,1668707
LimitedWriter,len_utf8_at,7,,,77396133.0,ns,1691566
LimitedWriter,len_utf8_at,7,,,69184679.0,ns,1714425
LimitedWriter,len_utf8_at,7,,,74489603.0,ns,1737284
LimitedWriter,len_utf8_at,7,,,72931202.0,ns,1760143
LimitedWriter,len_utf8_at,7,,,80299005.0,ns,1783002
LimitedWriter,len_utf8_at,7,,,77282199.0,ns,1805861
LimitedWriter,len_utf8_at,7,,,77683813.0,ns,1828720
LimitedWriter,len_utf8_at,7,,,81832810.0,ns,1851579
LimitedWriter,len_utf8_at,7,,,75518833.0,ns,1874438
LimitedWriter,len_utf8_at,7,,,76735293.0,ns,1897297
LimitedWriter,len_utf8_at,7,,,79166372.0,ns,1920156
LimitedWriter,len_utf8_at,7,,,80809573.0,ns,1943015
LimitedWriter,len_utf8_at,7,,,79605845.0,ns,1965874
LimitedWriter,len_utf8_at,7,,,82680199.0,ns,1988733
LimitedWriter,len_utf8_at,7,,,80857051.0,ns,2011592
LimitedWriter,len_utf8_at,7,,,97745444.0,ns,2034451
LimitedWriter,len_utf8_at,7,,,100086772.0,ns,2057310
LimitedWriter,len_utf8_at,7,,,89715960.0,ns,2080169
LimitedWriter,len_utf8_at,7,,,91968764.0,ns,2103028
LimitedWriter,len_utf8_at,7,,,94611728.0,ns,2125887
LimitedWriter,len_utf8_at,7,,,97010256.0,ns,2148746
LimitedWriter,len_utf8_at,7,,,87781873.0,ns,2171605
LimitedWriter,len_utf8_at,7,,,91006209.0,ns,2194464
LimitedWriter,len_utf8_at,7,,,94023135.0,ns,2217323
LimitedWriter,len_utf8_at,7,,,99312932.0,ns,2240182
LimitedWriter,len_utf8_at,7,,,91781472.0,ns,2263041
LimitedWriter,len_utf8_at,7,,,100228799.0,ns,2285900
