group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
LimitedWriter,len_utf8_at,6,,,1121041.0,ns,19854
LimitedWriter,len_utf8_at,6,,,2411460.0,ns,39708
LimitedWriter,len_utf8_at,6,,,3490734.0,ns,59562
LimitedWriter,len_utf8_at,6,,,4588862.0,ns,79416
LimitedWriter,len_utf8_at,6,,,5343336.0,ns,99270
LimitedWriter,len_utf8_at,6,,,6413452.0,ns,119124
LimitedWriter,len_utf8_at,6,,,7383852.0,ns,138978
LimitedWriter,len_utf8_at,6,,,8280001.0,ns,158832
LimitedWriter,len_utf8_at,6,,,9213060.0,ns,178686
LimitedWriter,len_utf8_at,6,,,9867958.0,ns,198540
LimitedWriter,len_utf8_at,6,,,10883311.0,ns,218394
LimitedWriter,len_utf8_at,6,,,11825116.0,ns,238248
LimitedWriter,len_utf8_at,6,,,12749389.0,ns,258102
LimitedWriter,len_utf8_at,6,,,13824444.0,ns,277956
LimitedWriter,len_utf8_at,6,,,14752334.0,ns,297810
LimitedWriter,len_utf8_at,6,,,15549639.0,ns,317664
LimitedWriter,len_utf8_at,6,,,16721915.0,ns,337518
LimitedWriter,len_utf8_at,6,,,17525743.0,ns,357372
LimitedWriter,len_utf8_at,6,,,18652415.0,ns,377226
LimitedWriter,len_utf8_at,6,,,19599920.0,ns,397080
LimitedWriter,len_utf8_at,6,,,20599505.0,ns,416934
LimitedWriter,len_utf8_at,6,,,22371406.0,ns,436788
LimitedWriter,len_utf8_at,6,,,22626745.0,ns,456642
LimitedWriter,len_utf8_at,6,,,25284907.0,ns,476496
LimitedWriter,len_utf8_at,6,,,26784700.0,ns,496350
LimitedWriter,len_utf8_at,6,,,27795072.0,ns,516204
LimitedWriter,len_utf8_at,6,,,26564997.0,ns,536058
LimitedWriter,len_utf8_at,6,,,27425600.0,ns,555912
LimitedWriter,len_utf8_at,6,,,28288488.0,ns,575766
LimitedWriter,len_utf8_at,6,,,29532089.0,ns,595620
LimitedWriter,len_utf8_at,6,,,30664541.0,ns,615474
LimitedWriter,len_utf8_at,6,,,31436850.0,ns,635328
LimitedWriter,len_utf8_at,6,,,32417818.0,ns,655182
LimitedWriter,len_utf8_at,6,,,34111954.0,ns,675036
LimitedWriter,len_utf8_at,6,,,34777732.0,ns,694890
LimitedWriter,len_utf8_at,6,,,35436929.0,ns,714744
LimitedWriter,len_utf8_at,6,,,36319773.0,ns,734598
LimitedWriter,len_utf8_at,6,,,37386723.0,ns,754452
LimitedWriter,len_utf8_at,6,,,38262414.0,ns,774306
LimitedWriter,len_utf8_at,6,,,39291204.0,ns,794160
LimitedWriter,len_utf8_at,6,,,40463831.0,ns,814014
LimitedWriter,len_utf8_at,6,,,41831554.0,ns,833868
LimitedWriter,len_utf8_at,6,,,42909856.0,ns,853722
LimitedWriter,len_utf8_at,6,,,43916994.0,ns,873576
LimitedWriter,len_utf8_at,6,,,44760515.0,ns,893430
LimitedWriter,len_utf8_at,6,,,45635125.0,ns,913284
LimitedWriter,len_utf8_at,6,,,46771786.0,ns,933138
LimitedWriter,len_utf8_at,6,,,47620126.0,ns,952992
LimitedWriter,len_utf8_at,6,,,48740045.0,ns,972846
LimitedWriter,len_utf8_at,6,,,49449625.0,ns,992700
LimitedWriter,len_utf8_at,6,,,50813492.0,ns,1012554
LimitedWriter,len_utf8_at,6,,,51830498.0,ns,1032408
LimitedWriter,len_utf8_at,6,,,52653912.0,ns,1052262
LimitedWriter,len_utf8_at,6,,,53777779.0,ns,1072116
LimitedWriter,len_utf8_at,6,,,54644734.0,ns,1091970
LimitedWriter,len_utf8_at,6,,,55569888.0,ns,1111824
LimitedWriter,len_utf8_at,6,,,55761297.0,ns,1131678
LimitedWriter,len_utf8_at,6,,,57071573.0,ns,1151532
LimitedWriter,len_utf8_at,6,,,58178809.0,ns,1171386
LimitedWriter,len_utf8_at,6,,,58837213.0,ns,1191240
LimitedWriter,len_utf8_at,6,,,59917478.0,ns,1211094
LimitedWriter,len_utf8_at,6,,,61176477.0,ns,1230948
LimitedWriter,len_utf8_at,6,,,61777614.0,ns,1250802
LimitedWriter,len_utf8_at,6,,,64413476.0,ns,1270656
LimitedWriter,len_utf8_at,6,,,63527695.0,ns,1290510
LimitedWriter,len_utf8_at,6,,,64738605.0,ns,1310364
LimitedWriter,len_utf8_at,6,,,69822505.0,ns,1330218
LimitedWriter,len_utf8_at,6,,,67520590.0,ns,1350072
LimitedWriter,len_utf8_at,6,,,67606872.0,ns,1369926
LimitedWriter,len_utf8_at,6,,,68568133.0,ns,1389780
LimitedWriter,len_utf8_at,6,,,68673051.0,ns,1409634
LimitedWriter,len_utf8_at,6,,,69727588.0,ns,1429488
LimitedWriter,len_utf8_at,6,,,63771171.0,ns,1449342
LimitedWriter,len_utf8_at,6,,,58800324.0,ns,1469196
LimitedWriter,len_utf8_at,6,,,59443380.0,ns,1489050
LimitedWriter,len_utf8_at,6,,,60370146.0,ns,1508904
LimitedWriter,len_utf8_at,6,,,61339323.0,ns,1528758
LimitedWriter,len_utf8_at,6,,,62224633.0,ns,1548612
LimitedWriter,len_utf8_at,6,,,62988584.0,ns,1568466
LimitedWriter,len_utf8_at,6,,,64224221.0,ns,1588320
LimitedWriter,len_utf8_at,6,,,64864301.0,ns,1608174
LimitedWriter,len_utf8_at,6,,,65918076.0,ns,1628028
LimitedWriter,len_utf8_at,6,,,66342802.0,ns,1647882
LimitedWriter,len_utf8_at,6,,,67073062.0,ns,1667736
LimitedWriter,len_utf8_at,6,,,68325799.0,ns,1687590
LimitedWriter,len_utf8_at,6,,,69026142.0,ns,1707444
LimitedWriter,len_utf8_at,6,,,69259931.0,ns,1727298
LimitedWriter,len_utf8_at,6,,,70423532.0,ns,1747152
LimitedWriter,len_utf8_at,6,,,71422734.0,ns,1767006
LimitedWriter,len_utf8_at,6,,,72225560.0,ns,1786860
LimitedWriter,len_utf8_at,6,,,73013016.0,ns,1806714
LimitedWriter,len_utf8_at,6,,,74021166.0,ns,1826568
LimitedWriter,len_utf8_at,6,,,74702112.0,ns,1846422
LimitedWriter,len_utf8_at,6,,,75506921.0,ns,1866276
LimitedWriter,len_utf8_at,6,,,76334943.0,ns,1886130
LimitedWriter,len_utf8_at,6,,,77074880.0,ns,1905984
LimitedWriter,len_utf8_at,6,,,78078532.0,ns,1925838
LimitedWriter,len_utf8_at,6,,,78468964.0,ns,1945692
LimitedWriter,len_utf8_at,6,,,78931911.0,ns,1965546
LimitedWriter,len_utf8_at,6,,,79892532.0,ns,1985400
