group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
LimitedWriter,char_indices,0,,,1069885.0,ns,39239
LimitedWriter,char_indices,0,,,2054040.0,ns,78478
LimitedWriter,char_indices,0,,,3112344.0,ns,117717
LimitedWriter,char_indices,0,,,4149899.0,ns,156956
LimitedWriter,char_indices,0,,,5127702.0,ns,196195
LimitedWriter,char_indices,0,,,6167822.0,ns,235434
LimitedWriter,char_indices,0,,,6993609.0,ns,274673
LimitedWriter,char_indices,0,,,7613301.0,ns,313912
LimitedWriter,char_indices,0,,,8644774.0,ns,353151
LimitedWriter,char_indices,0,,,9699231.0,ns,392390
LimitedWriter,char_indices,0,,,10621590.0,ns,431629
LimitedWriter,char_indices,0,,,11538729.0,ns,470868
LimitedWriter,char_indices,0,,,12452882.0,ns,510107
LimitedWriter,char_indices,0,,,13530483.0,ns,549346
LimitedWriter,char_indices,0,,,14360788.0,ns,588585
LimitedWriter,char_indices,0,,,15344222.0,ns,627824
LimitedWriter,char_indices,0,,,16323408.0,ns,667063
LimitedWriter,char_indices,0,,,17247069.0,ns,706302
LimitedWriter,char_indices,0,,,18359284.0,ns,745541
LimitedWriter,char_indices,0,,,19171476.0,ns,784780
LimitedWriter,char_indices,0,,,20549580.0,ns,824019
LimitedWriter,char_indices,0,,,21074092.0,ns,863258
LimitedWriter,char_indices,0,,,22484075.0,ns,902497
LimitedWriter,char_indices,0,,,22968353.0,ns,941736
LimitedWriter,char_indices,0,,,24002291.0,ns,980975
LimitedWriter,char_indices,0,,,25311445.0,ns,1020214
LimitedWriter,char_indices,0,,,25989326.0,ns,1059453
LimitedWriter,char_indices,0,,,26877150.0,ns,1098692
LimitedWriter,char_indices,0,,,27816811.0,ns,1137931
LimitedWriter,char_indices,0,,,28747095.0,ns,1177170
LimitedWriter,char_indices,0,,,29814926.0,ns,1216409
LimitedWriter,char_indices,0,,,30685568.0,ns,1255648
LimitedWriter,char_indices,0,,,31665566.0,ns,1294887
LimitedWriter,char_indices,0,,,32609956.0,ns,1334126
LimitedWriter,char_indices,0,,,32562527.0,ns,1373365
LimitedWriter,char_indices,0,,,33517326.0,ns,1412604
LimitedWriter,char_indices,0,,,34461317.0,ns,1451843
LimitedWriter,char_indices,0,,,35581556.0,ns,1491082
LimitedWriter,char_indices,0,,,36339858.0,ns,1530321
LimitedWriter,char_indices,0,,,37133295.0,ns,1569560
LimitedWriter,char_indices,0,,,38128350.0,ns,1608799
LimitedWriter,char_indices,0,,,39030742.0,ns,1648038
