group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
LimitedWriter,char_indices,3,,,1090194.0,ns,19780
LimitedWriter,char_indices,3,,,2211706.0,ns,39560
LimitedWriter,char_indices,3,,,3311097.0,ns,59340
LimitedWriter,char_indices,3,,,4396982.0,ns,79120
LimitedWriter,char_indices,3,,,5470285.0,ns,98900
LimitedWriter,char_indices,3,,,6617114.0,ns,118680
LimitedWriter,char_indices,3,,,7885492.0,ns,138460
LimitedWriter,char_indices,3,,,8035973.0,ns,158240
LimitedWriter,char_indices,3,,,8902307.0,ns,178020
LimitedWriter,char_indices,3,,,9788528.0,ns,197800
LimitedWriter,char_indices,3,,,10866630.0,ns,217580
LimitedWriter,char_indices,3,,,11819986.0,ns,237360
LimitedWriter,char_indices,3,,,12789423.0,ns,257140
LimitedWriter,char_indices,3,,,13828332.0,ns,276920
LimitedWriter,char_indices,3,,,14844737.0,ns,296700
LimitedWriter,char_indices,3,,,15776824.0,ns,316480
LimitedWriter,char_indices,3,,,16802236.0,ns,336260
LimitedWriter,char_indices,3,,,17855049.0,ns,356040
LimitedWriter,char_indices,3,,,18711345.0,ns,375820
LimitedWriter,char_indices,3,,,19689989.0,ns,395600
LimitedWriter,char_indices,3,,,20774622.0,ns,415380
LimitedWriter,char_indices,3,,,21992345.0,ns,435160
LimitedWriter,char_indices,3,,,22674503.0,ns,454940
LimitedWriter,char_indices,3,,,23739169.0,ns,474720
LimitedWriter,char_indices,3,,,24698989.0,ns,494500
LimitedWriter,char_indices,3,,,25697851.0,ns,514280
LimitedWriter,char_indices,3,,,26702875.0,ns,534060
LimitedWriter,char_indices,3,,,27632678.0,ns,553840
LimitedWriter,char_indices,3,,,28507759.0,ns,573620
LimitedWriter,char_indices,3,,,29621676.0,ns,593400
LimitedWriter,char_indices,3,,,30620648.0,ns,613180
LimitedWriter,char_indices,3,,,31649488.0,ns,632960
LimitedWriter,char_indices,3,,,32655483.0,ns,652740
LimitedWriter,char_indices,3,,,33651440.0,ns,672520
LimitedWriter,char_indices,3,,,34617561.0,ns,692300
LimitedWriter,char_indices,3,,,35512729.0,ns,712080
LimitedWriter,char_indices,3,,,36593465.0,ns,731860
LimitedWriter,char_indices,3,,,37454248.0,ns,751640
