group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
LimitedWriter,char_indices,6,,,1143493.0,ns,20689
LimitedWriter,char_indices,6,,,2258314.0,ns,41378
LimitedWriter,char_indices,6,,,3347505.0,ns,62067
LimitedWriter,char_indices,6,,,4451475.0,ns,82756
LimitedWriter,char_indices,6,,,5479461.0,ns,103445
LimitedWriter,char_indices,6,,,6468285.0,ns,124134
LimitedWriter,char_indices,6,,,7609945.0,ns,144823
LimitedWriter,char_indices,6,,,8736286.0,ns,165512
LimitedWriter,char_indices,6,,,9883788.0,ns,186201
LimitedWriter,char_indices,6,,,10910242.0,ns,206890
LimitedWriter,char_indices,6,,,11928751.0,ns,227579
LimitedWriter,char_indices,6,,,13090189.0,ns,248268
LimitedWriter,char_indices,6,,,14199698.0,ns,268957
LimitedWriter,char_indices,6,,,15174626.0,ns,289646
LimitedWriter,char_indices,6,,,16377590.0,ns,310335
LimitedWriter,char_indices,6,,,17390479.0,ns,331024
LimitedWriter,char_indices,6,,,18585369.0,ns,351713
LimitedWriter,char_indices,6,,,19562040.0,ns,372402
LimitedWriter,char_indices,6,,,20716363.0,ns,393091
LimitedWriter,char_indices,6,,,21752766.0,ns,413780
LimitedWriter,char_indices,6,,,22888265.0,ns,434469
LimitedWriter,char_indices,6,,,22387997.0,ns,455158
LimitedWriter,char_indices,6,,,20064932.0,ns,475847
LimitedWriter,char_indices,6,,,20937348.0,ns,496536
LimitedWriter,char_indices,6,,,21993669.0,ns,517225
LimitedWriter,char_indices,6,,,22767728.0,ns,537914
LimitedWriter,char_indices,6,,,23634334.0,ns,558603
LimitedWriter,char_indices,6,,,24736309.0,ns,579292
LimitedWriter,char_indices,6,,,25575702.0,ns,599981
LimitedWriter,char_indices,6,,,26279002.0,ns,620670
LimitedWriter,char_indices,6,,,27142390.0,ns,641359
LimitedWriter,char_indices,6,,,28041254.0,ns,662048
LimitedWriter,char_indices,6,,,28659774.0,ns,682737
LimitedWriter,char_indices,6,,,29276410.0,ns,703426
LimitedWriter,char_indices,6,,,29956956.0,ns,724115
LimitedWriter,char_indices,6,,,30680212.0,ns,744804
LimitedWriter,char_indices,6,,,31618981.0,ns,765493
LimitedWriter,char_indices,6,,,32494753.0,ns,786182
LimitedWriter,char_indices,6,,,33297207.0,ns,806871
LimitedWriter,char_indices,6,,,34068213.0,ns,827560
LimitedWriter,char_indices,6,,,35087544.0,ns,848249
LimitedWriter,char_indices,6,,,36011195.0,ns,868938
LimitedWriter,char_indices,6,,,36777451.0,ns,889627
LimitedWriter,char_indices,6,,,37517327.0,ns,910316
LimitedWriter,char_indices,6,,,38462650.0,ns,931005
LimitedWriter,char_indices,6,,,39423712.0,ns,951694
LimitedWriter,char_indices,6,,,40040398.0,ns,972383
LimitedWriter,char_indices,6,,,41067553.0,ns,993072
LimitedWriter,char_indices,6,,,41870098.0,ns,1013761
LimitedWriter,char_indices,6,,,42733565.0,ns,1034450
LimitedWriter,char_indices,6,,,43544556.0,ns,1055139
LimitedWriter,char_indices,6,,,44371867.0,ns,1075828
LimitedWriter,char_indices,6,,,45452754.0,ns,1096517
LimitedWriter,char_indices,6,,,46120855.0,ns,1117206
LimitedWriter,char_indices,6,,,47136439.0,ns,1137895
LimitedWriter,char_indices,6,,,47745051.0,ns,1158584
LimitedWriter,char_indices,6,,,48718996.0,ns,1179273
LimitedWriter,char_indices,6,,,49568809.0,ns,1199962
LimitedWriter,char_indices,6,,,51463710.0,ns,1220651
LimitedWriter,char_indices,6,,,51444144.0,ns,1241340
LimitedWriter,char_indices,6,,,52225309.0,ns,1262029
LimitedWriter,char_indices,6,,,53151765.0,ns,1282718
LimitedWriter,char_indices,6,,,53850785.0,ns,1303407
LimitedWriter,char_indices,6,,,54710167.0,ns,1324096
LimitedWriter,char_indices,6,,,55795401.0,ns,1344785
LimitedWriter,char_indices,6,,,56450650.0,ns,1365474
LimitedWriter,char_indices,6,,,57262882.0,ns,1386163
LimitedWriter,char_indices,6,,,58073852.0,ns,1406852
LimitedWriter,char_indices,6,,,59368750.0,ns,1427541
LimitedWriter,char_indices,6,,,59710530.0,ns,1448230
LimitedWriter,char_indices,6,,,60879361.0,ns,1468919
LimitedWriter,char_indices,6,,,61559287.0,ns,1489608
LimitedWriter,char_indices,6,,,62301106.0,ns,1510297
LimitedWriter,char_indices,6,,,63227182.0,ns,1530986
LimitedWriter,char_indices,6,,,64144271.0,ns,1551675
LimitedWriter,char_indices,6,,,65228394.0,ns,1572364
LimitedWriter,char_indices,6,,,66249097.0,ns,1593053
LimitedWriter,char_indices,6,,,67355571.0,ns,1613742
LimitedWriter,char_indices,6,,,68013033.0,ns,1634431
LimitedWriter,char_indices,6,,,68966662.0,ns,1655120
LimitedWriter,char_indices,6,,,69743707.0,ns,1675809
LimitedWriter,char_indices,6,,,70588100.0,ns,1696498
LimitedWriter,char_indices,6,,,71622319.0,ns,1717187
LimitedWriter,char_indices,6,,,72406029.0,ns,1737876
LimitedWriter,char_indices,6,,,73050807.0,ns,1758565
LimitedWriter,char_indices,6,,,74015766.0,ns,1779254
LimitedWriter,char_indices,6,,,74793284.0,ns,1799943
LimitedWriter,char_indices,6,,,75721323.0,ns,1820632
LimitedWriter,char_indices,6,,,76810755.0,ns,1841321
LimitedWriter,char_indices,6,,,77564488.0,ns,1862010
LimitedWriter,char_indices,6,,,78432065.0,ns,1882699
LimitedWriter,char_indices,6,,,79116898.0,ns,1903388
LimitedWriter,char_indices,6,,,80132412.0,ns,1924077
LimitedWriter,char_indices,6,,,80925659.0,ns,1944766
LimitedWriter,char_indices,6,,,81642002.0,ns,1965455
LimitedWriter,char_indices,6,,,82576694.0,ns,1986144
LimitedWriter,char_indices,6,,,83534650.0,ns,2006833
LimitedWriter,char_indices,6,,,84461407.0,ns,2027522
LimitedWriter,char_indices,6,,,85446344.0,ns,2048211
LimitedWriter,char_indices,6,,,85964985.0,ns,2068900
