group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
LimitedWriter,char_indices,0,,,1111734.0,ns,40573
LimitedWriter,char_indices,0,,,2135845.0,ns,81146
LimitedWriter,char_indices,0,,,3111334.0,ns,121719
LimitedWriter,char_indices,0,,,4174867.0,ns,162292
LimitedWriter,char_indices,0,,,4765815.0,ns,202865
LimitedWriter,char_indices,0,,,5906123.0,ns,243438
LimitedWriter,char_indices,0,,,6683110.0,ns,284011
LimitedWriter,char_indices,0,,,7632489.0,ns,324584
LimitedWriter,char_indices,0,,,8672649.0,ns,365157
LimitedWriter,char_indices,0,,,9563740.0,ns,405730
LimitedWriter,char_indices,0,,,10624920.0,ns,446303
LimitedWriter,char_indices,0,,,11496534.0,ns,486876
LimitedWriter,char_indices,0,,,12497992.0,ns,527449
LimitedWriter,char_indices,0,,,13398109.0,ns,568022
LimitedWriter,char_indices,0,,,17351452.0,ns,608595
LimitedWriter,char_indices,0,,,15801556.0,ns,649168
LimitedWriter,char_indices,0,,,16059439.0,ns,689741
LimitedWriter,char_indices,0,,,16889545.0,ns,730314
LimitedWriter,char_indices,0,,,17894269.0,ns,770887
LimitedWriter,char_indices,0,,,18829503.0,ns,811460
LimitedWriter,char_indices,0,,,19585740.0,ns,852033
LimitedWriter,char_indices,0,,,20862484.0,ns,892606
LimitedWriter,char_indices,0,,,22688206.0,ns,933179
LimitedWriter,char_indices,0,,,23439285.0,ns,973752
LimitedWriter,char_indices,0,,,24406228.0,ns,1014325
LimitedWriter,char_indices,0,,,24469306.0,ns,1054898
LimitedWriter,char_indices,0,,,25516400.0,ns,1095471
LimitedWriter,char_indices,0,,,26099582.0,ns,1136044
LimitedWriter,char_indices,0,,,26969593.0,ns,1176617
LimitedWriter,char_indices,0,,,27760296.0,ns,1217190
LimitedWriter,char_indices,0,,,28878442.0,ns,1257763
LimitedWriter,char_indices,0,,,29405200.0,ns,1298336
LimitedWriter,char_indices,0,,,30892358.0,ns,1338909
LimitedWriter,char_indices,0,,,31860423.0,ns,1379482
LimitedWriter,char_indices,0,,,32936300.0,ns,1420055
LimitedWriter,char_indices,0,,,33758833.0,ns,1460628
LimitedWriter,char_indices,0,,,35100758.0,ns,1501201
LimitedWriter,char_indices,0,,,35972132.0,ns,1541774
LimitedWriter,char_indices,0,,,36188337.0,ns,1582347
LimitedWriter,char_indices,0,,,37349134.0,ns,1622920
LimitedWriter,char_indices,0,,,37817221.0,ns,1663493
LimitedWriter,char_indices,0,,,38852852.0,ns,1704066
LimitedWriter,char_indices,0,,,39782255.0,ns,1744639
