group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
LimitedWriter,char_indices,5,,,1152180.0,ns,19580
LimitedWriter,char_indices,5,,,2166050.0,ns,39160
LimitedWriter,char_indices,5,,,3255402.0,ns,58740
LimitedWriter,char_indices,5,,,4285864.0,ns,78320
LimitedWriter,char_indices,5,,,5365598.0,ns,97900
LimitedWriter,char_indices,5,,,6409335.0,ns,117480
LimitedWriter,char_indices,5,,,7386175.0,ns,137060
LimitedWriter,char_indices,5,,,8311190.0,ns,156640
LimitedWriter,char_indices,5,,,9222178.0,ns,176220
LimitedWriter,char_indices,5,,,10355642.0,ns,195800
LimitedWriter,char_indices,5,,,11338363.0,ns,215380
LimitedWriter,char_indices,5,,,12483932.0,ns,234960
LimitedWriter,char_indices,5,,,13267630.0,ns,254540
LimitedWriter,char_indices,5,,,14263648.0,ns,274120
LimitedWriter,char_indices,5,,,15195084.0,ns,293700
LimitedWriter,char_indices,5,,,15933267.0,ns,313280
LimitedWriter,char_indices,5,,,17317222.0,ns,332860
LimitedWriter,char_indices,5,,,18115748.0,ns,352440
LimitedWriter,char_indices,5,,,19182869.0,ns,372020
LimitedWriter,char_indices,5,,,20073278.0,ns,391600
LimitedWriter,char_indices,5,,,20686638.0,ns,411180
LimitedWriter,char_indices,5,,,21741085.0,ns,430760
LimitedWriter,char_indices,5,,,22763060.0,ns,450340
LimitedWriter,char_indices,5,,,23755520.0,ns,469920
LimitedWriter,char_indices,5,,,24967814.0,ns,489500
LimitedWriter,char_indices,5,,,25866728.0,ns,509080
LimitedWriter,char_indices,5,,,26973513.0,ns,528660
LimitedWriter,char_indices,5,,,27661081.0,ns,548240
LimitedWriter,char_indices,5,,,30013912.0,ns,567820
LimitedWriter,char_indices,5,,,30881127.0,ns,587400
LimitedWriter,char_indices,5,,,30306531.0,ns,606980
LimitedWriter,char_indices,5,,,31308929.0,ns,626560
LimitedWriter,char_indices,5,,,32442374.0,ns,646140
LimitedWriter,char_indices,5,,,33337362.0,ns,665720
